Номер,Наименование водного объекта,Азот нитритный,Азот аммонийный,Азот нитратный,Фенол,Нефтепродукты,Органические вещества (по ХПК),Железо,Медь,Цинк,Марганец,БПК5,Месяц,Год
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Май,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июль,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Август,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2015
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Январь,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Март,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Май,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июль,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Август,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2016
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Январь,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Март,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,1,0,Апрель,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Май,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июль,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Август,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2017
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Январь,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,2,0,Февраль,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Март,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Май,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июль,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Август,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2018
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Январь,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,2,0,Февраль,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Март,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Май,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июль,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Август,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2019
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Январь,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,1,0,Февраль,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Март,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Май,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Июль,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Август,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2020
4,"р. Тура, створ с. Покровское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Январь,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Март,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Май,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июль,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Август,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2015
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Январь,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Март,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Май,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июль,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Август,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2016
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Январь,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Март,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Май,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июль,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Август,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2017
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Январь,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Март,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Май,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июль,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Август,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2018
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Январь,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Март,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Май,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июль,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Август,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2019
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Январь,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Март,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Май,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Июль,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Август,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2020
5,"р. Ишим, створ с. Ильинское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2015
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2016
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2017
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2018
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2019
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2020
6,"р. Ишим, выше г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2015
