Номер,Наименование водного объекта,Азот нитритный,Азот аммонийный,Азот нитратный,Фенол,Нефтепродукты,Органические вещества (по ХПК),Железо,Медь,Цинк,Марганец,БПК5,Месяц,Год
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2015
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2016
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2017
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2018
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2019
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Январь,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Февраль,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Март,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Апрель,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Май,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июнь,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Июль,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Август,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2020
7,"р. Ишим, ниже г. Ишима",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Январь,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Март,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Май,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июль,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Август,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2015
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Январь,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Март,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Май,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июль,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Август,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2016
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Январь,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Март,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Май,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июль,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Август,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2017
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Январь,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Март,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Май,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июль,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Август,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2018
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Январь,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Март,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Май,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июль,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Август,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2019
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Январь,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Февраль,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Март,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Апрель,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Май,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июнь,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Июль,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Август,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2020
8,"р. Ишим, створ с. Абатское",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Январь,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Февраль,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Март,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Апрель,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Май,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июль,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Август,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2015
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Январь,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Февраль,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Март,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Апрель,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Май,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июнь,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июль,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Август,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2016
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Январь,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Февраль,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Март,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Апрель,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Май,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июнь,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июль,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Август,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2017
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Январь,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Февраль,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,2,0,Март,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,2,0,Апрель,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Май,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июнь,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июль,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Август,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2018
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Январь,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Февраль,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Март,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Апрель,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Май,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июнь,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июль,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Август,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2019
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Январь,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Февраль,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,1,0,Март,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Апрель,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Май,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июнь,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Июль,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Август,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Сентябрь,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Октябрь,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Ноябрь,2020
9,"р. Тобол, створ с. Коркино",0,0,0,0,0,0,0,0,0,0,0,Декабрь,2020
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,2,0,Январь,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,1,0,Февраль,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,1,0,Март,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,1,0,Апрель,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,0,0,Май,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,0,0,Июнь,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,2,0,0,0,0,0,0,Июль,2015
10,"р. Тобол, выше г. Ялуторовска",0,0,0,0,0,0,0,0,0,0,0,Август,2015
